DEPT,CAL_N,SGR_N,CGR_N,RESDEEP_N,SP_N,POR_N,RHOB_N,PE_N,DPHI_N,NPHI_N,DTC_N,DTS_N,TCMR,RHOMAA_N,UMAA_N,K_GD_N,K_SDR_N,K_TIM_N
3943.5,12.31,107.455,83.707,6.93,61.875,0.113,2.628,2.98,0.048,0.153,76.48,140.36,0.092,2.733,7.582,0.011226845,0.50981642,0.033981794
3944,12.32,107.902,87.322,6.21,62.109,0.128,2.601,2.94,0.064,0.17,78.13,140.58,0.094,2.715,7.087,0.01190785,0.533351047,0.009332744
3944.5,12.34,108.748,88.033,6.42,62.656,0.135,2.585,2.8,0.073,0.177,79.49,141.37,0.097,2.702,6.747,0.012588855,0.579659098,0
3945,12.29,106.881,88.993,8.58,63.906,0.141,2.56,2.63,0.088,0.18,80.27,143.56,0.1,2.699,6.508,0.01326986,0.689488734,0
3945.5,12.28,104.442,89.474,8.04,65.11,0.146,2.544,2.51,0.097,0.182,81.5,145.92,0.106,2.707,6.451,0.160890725,1.125815311,0.06265209
3946,12.19,101.015,87.568,10.73,66.523,0.16,2.53,2.53,0.105,0.201,83.11,148.27,0.117,2.717,6.477,0.308511589,2.292236597,0.63654802
3946.5,12.24,106.475,92.72,10.3,67.617,0.166,2.53,2.61,0.105,0.209,84.55,150.58,0.128,2.728,6.757,0.456132454,4.229133853,1.924889351
3947,12.23,107.943,95.103,10.07,69.453,0.168,2.529,2.67,0.106,0.213,83.71,148.66,0.136,2.73,7.075,0.603753319,6.728760357,3.035809599
3947.5,12.16,108.52,96.035,8.13,71.719,0.154,2.53,2.66,0.105,0.191,81.01,147.61,0.143,2.729,7.282,0.751374183,10.92722653,4.729468791
3948,12.06,103.414,93.592,8.6,73.272,0.16,2.524,2.64,0.109,0.199,79.91,143.75,0.142,2.713,7.122,1.76936839,18.29054312,12.39030577
3948.5,12.07,98.231,87.199,13.4,75.078,0.165,2.511,2.6,0.116,0.202,79.86,141.4,0.142,2.702,6.798,2.787362597,29.2433068,38.32252858
3949,12.03,88.945,77.785,21.51,77.578,0.184,2.477,2.53,0.137,0.221,81.63,139.46,0.143,2.686,6.439,3.805356803,34.86277557,84.57193269
3949.5,11.97,77.159,68.917,12.37,80.234,0.192,2.427,2.44,0.165,0.216,82.66,140.93,0.149,2.682,6.313,4.82335101,38.75243388,81.23354152
3950,11.95,71.116,64.625,8.2,82.978,0.209,2.378,2.37,0.194,0.223,83.66,142.87,0.16,2.686,6.481,5.841345217,44.26220909,54.01454314
3950.5,11.96,67.584,59.989,5.22,84.414,0.218,2.344,2.35,0.214,0.222,84.65,143.97,0.17,2.694,6.911,17.95422129,55.72716116,52.82804291
3951,11.98,65.705,58.185,6.86,86.029,0.224,2.334,2.38,0.22,0.228,84.32,143.72,0.187,2.704,7.242,30.06709737,90.45878727,80.01319959
3951.5,11.94,57.735,51.373,8.87,88.164,0.218,2.343,2.45,0.214,0.222,84.41,141.21,0.201,2.704,7.327,42.17997345,142.4616053,141.1533495
3952,11.91,51.174,45.8,12.99,89.102,0.211,2.369,2.51,0.199,0.222,84.48,139.97,0.209,2.7,6.995,54.29284952,193.3107392,241.608923
3952.5,11.92,48.831,44.413,13.32,89.648,0.212,2.367,2.5,0.201,0.223,84.97,139.13,0.216,2.689,6.612,66.4057256,236.541302,359.9702625
3953,11.86,48.007,44.443,9.05,90.273,0.221,2.337,2.41,0.218,0.223,85.66,139.2,0.209,2.683,6.346,62.80459475,191.9812903,513.6116143
3953.5,11.82,50.701,45.44,7.63,90.625,0.236,2.299,2.31,0.241,0.232,85.92,141,0.201,2.68,6.027,59.2034639,160.3072469,565.1448786
3954,11.82,51.952,47.395,8.05,90.625,0.236,2.29,2.23,0.245,0.225,84.83,143.02,0.192,2.677,5.717,55.60233305,133.6524812,562.6034462
3954.5,11.73,55.479,50.877,10.55,90.586,0.227,2.294,2.19,0.243,0.208,83.3,145.35,0.188,2.672,5.364,52.0012022,127.7478891,523.9603135
3955,11.81,55.721,50.294,9.7,90.234,0.222,2.298,2.16,0.241,0.201,82.29,144.53,0.194,2.668,5.426,48.40007135,159.3212003,404.8017744
3955.5,11.82,56.055,49.363,10.39,90,0.222,2.293,2.18,0.244,0.198,82.36,142.32,0.207,2.674,5.642,38.72485916,200.5945758,218.7058216
3956,11.81,53.86,46.358,9.78,89.336,0.228,2.291,2.18,0.245,0.21,83.8,141.01,0.209,2.677,6.021,29.04964696,174.865758,126.6501192
3956.5,11.85,51.942,45.218,6.95,87.813,0.229,2.288,2.18,0.247,0.21,84.55,139.87,0.191,2.688,6.506,19.37443477,83.6319779,48.72471344
3957,11.89,56.322,48.707,9.32,86.094,0.228,2.294,2.19,0.243,0.212,85.85,146.26,0.157,2.703,7.171,9.69922257,20.37407039,8.842003918
3957.5,11.87,72.251,63.398,11.35,83.32,0.21,2.342,2.27,0.215,0.206,82.37,160.15,0.117,2.718,7.853,0.024010375,2.263374013,0.684372308
3958,11.84,96.084,82.493,8.2,80.117,0.184,2.439,2.46,0.159,0.207,82.91,168.42,0.098,2.73,7.995,0.021547063,0.628923929,0.068975512
3958.5,12.08,113.855,97.389,11.65,77.316,0.168,2.557,2.74,0.09,0.22,83.08,169.5,0.086,2.743,8.033,0.019083752,0.286478593,0.00707947
3959,12.22,124.001,108.307,13.31,72.539,0.17,2.618,2.89,0.054,0.234,84.36,167.53,0.08,2.757,8.594,0.016620441,0.214404314,0.003159532
3959.5,12.3,123.32,106.233,12.13,70.078,0.177,2.622,2.93,0.051,0.245,85.42,165.98,0.078,2.771,9.592,0.014157129,0.189210185,0.002808607
3960,12.29,124.017,105.696,6.88,67.969,0.196,2.618,3.01,0.054,0.271,86.62,166.6,0.079,2.778,10.012,0.011693818,0.189853219,0.002922453
3960.5,12.3,120.441,104.303,4.59,65.552,0.22,2.663,3.22,0.028,0.31,89.77,175.4,0.093,2.766,9.267,0.011834903,0.47923747,0.051106244
3961,12.28,122.838,106.668,5.06,64.414,0,2.748,3.37,-0.022,0.334,93.33,188.06,0.106,2.741,8.154,0.011975988,0.745695536,0.029814026
3961.5,12.31,55.39,37.514,5.65,6.328,0,2.743,3.21,-0.019,0.324,96.2,193.08,0.112,2.721,7.403,0.012117074,0.81938822,0.003067251
3962,12.31,57.1,40.056,4.37,6.328,0.216,2.675,2.9,0.021,0.305,93.79,195.16,0.109,2.715,7.529,0.012258159,0.786238315,0.002816258
3962.5,12.32,59.774,40.528,3.73,6.328,0.213,2.575,2.64,0.079,0.291,92.91,187.21,0.104,2.739,8.571,0.012399244,0.725045324,0.028113228
3963,12.29,59.613,39.752,4.83,6.328,0.221,2.541,2.62,0.099,0.297,93.37,181.33,0.116,2.774,10.411,0.012571757,1.298251655,0.052325813
3963.5,12.32,56.916,37.253,5.99,6.328,0.226,2.57,2.88,0.082,0.308,93.27,182.64,0.12,2.797,11.638,0.012744269,1.409534651,0.073981255
3964,12.28,54.067,33.94,5.19,6.328,0.235,2.612,3.37,0.057,0.328,97.27,197.57,0.115,2.781,10.956,0.012916781,1.10906447,0.052325813
3964.5,12.27,55.215,36.232,3.75,6.328,0.253,2.686,3.73,0.014,0.357,98.35,209.26,0.106,2.744,9.036,0.013089294,0.720573023,0.029814026
3965,12.3,60.298,38.277,2.82,6.328,0.281,2.668,3.67,0.024,0.397,97.37,201.72,0.095,2.711,7.196,0.013261806,0.443393633,0.036251307
3965.5,12.33,60.335,40.6,2.38,6.328,0.269,2.614,3.19,0.056,0.376,93.93,182.51,0.105,2.688,6.26,0.577835637,1.123220422,0.153626553
3966,12.28,55.192,35.693,4.36,6.328,0.232,2.54,2.7,0.1,0.313,88.16,156.85,0.126,2.674,5.779,1.142409467,4.343606097,1.140412642
3966.5,12.28,45.181,29.147,10.79,6.328,0.186,2.507,2.44,0.119,0.235,83.78,150.01,0.144,2.67,5.66,1.706983298,12.65514059,3.831338216
3967,12.22,40.056,24.815,9.6,6.328,0.178,2.474,2.33,0.138,0.21,82.34,140.42,0.152,2.675,5.613,2.271557128,21.54205214,6.191087461
3967.5,12.15,37.395,22.754,5.04,6.328,0.18,2.432,2.26,0.162,0.197,81.54,136.26,0.144,2.68,5.645,2.836130959,19.79950557,6.235561113
3968,12.16,38.467,24.069,7.03,6.328,0.175,2.419,2.21,0.17,0.181,80.38,138.23,0.14,2.679,5.451,12.37827118,20.28756684,11.15026274
3968.5,12.16,35.272,22.116,11.85,6.328,0.169,2.434,2.2,0.161,0.176,79.08,138.68,0.151,2.668,5.294,21.9204114,35.95303864,33.2949096
3969,12.19,29.621,18.366,10.11,6.328,0.17,2.439,2.17,0.159,0.181,77.78,137.5,0.173,2.659,5.146,31.46255162,74.58697509,81.23861159
3969.5,12.26,22.579,14.308,9.81,6.133,0.181,2.408,2.12,0.177,0.186,77.27,132.48,0.198,2.658,5.165,41.00469184,131.8202725,115.2353923
3970,12.12,20.203,12.122,9.85,5.82,0.191,2.358,2.04,0.206,0.174,77.43,127.88,0.217,2.659,5.327,50.54683206,171.9329637,113.4540432
3970.5,12.08,20.162,11.889,13.06,5.469,0.205,2.316,1.98,0.23,0.175,78.63,125.44,0.218,2.661,5.566,40.44108176,139.8990512,64.68901549
3971,12.13,22.789,12.64,16.55,5,0.211,2.298,1.95,0.241,0.176,81.76,128.13,0.197,2.667,5.903,30.33533145,66.96431093,28.67869513
3971.5,12.12,29.207,18.002,10.56,4.792,0.206,2.303,1.97,0.238,0.169,81.01,134.14,0.168,2.681,6.4,20.22958114,22.91177013,8.48030302
3972,12.13,39.009,24.402,6.61,4.727,0.188,2.351,2.05,0.21,0.163,82.98,147.57,0.14,2.702,7.01,10.12383084,5.766699909,1.366772651
3972.5,12.16,51.04,32.389,12.63,4.57,0.171,2.432,2.23,0.162,0.18,85.31,163.6,0.114,2.728,7.68,0.01808053,1.278149034,0.078169916
3973,12.28,57.457,36.441,12.79,4.375,0.179,2.513,2.5,0.115,0.226,89.02,177.38,0.11,2.746,7.854,0.020838063,1.015853615,0.07011733
3973.5,12.34,60.783,39.107,5.15,4.102,0.211,2.561,2.78,0.087,0.286,94.49,196.47,0.112,2.75,8.006,0.023595597,1.208387169,0.106180624
3974,12.34,61.45,39.58,4.11,3.75,0.224,2.575,2.95,0.079,0.307,98.41,205.8,0.119,2.745,7.961,0.026353131,1.802205794,0.167505608
3974.5,12.35,63.072,40.581,3.71,3.75,0.236,2.575,2.99,0.079,0.324,103.75,216.75,0.126,2.736,7.599,0.029110665,2.688099264,0.263141774
3975,12.35,62.855,41.487,3.8,3.672,0.238,2.569,2.94,0.083,0.326,102.24,225.86,0.132,2.725,6.946,0.031868199,2.89023604,0.267367632
3975.5,12.37,60.706,38.629,2.27,3.242,0.258,2.552,2.81,0.092,0.353,99.56,220.28,0.133,2.721,6.196,0.034152056,4.090001476,0.507194933
3976,12.3,57.707,37.77,1.79,3.008,0.255,2.536,2.62,0.102,0.346,96.1,216.89,0.122,2.706,5.885,0.036435913,3.889181142,0.840843776
3976.5,12.34,51.9,34.398,2.72,2.617,0.262,2.514,2.43,0.115,0.353,90.63,179.26,0.112,2.695,5.641,0.038719769,3.320670532,1.100932985
3977,12.31,42.522,27.455,4.28,2.132,0.234,2.489,2.27,0.129,0.305,87.13,161.11,0.107,2.674,5.543,0.041003626,3.2957627,1.255712733
3977.5,12.28,34.018,21.571,7.67,1.875,0.209,2.457,2.14,0.148,0.256,83.97,152.98,0.104,2.665,5.358,0.043287483,2.945359548,0.709988259
3978,12.19,29.778,19.168,9.31,1.875,0.172,2.435,2.04,0.161,0.183,83.36,144.43,0.11,2.662,5.354,0.047674866,3.325531889,0.392042907
3978.5,12.23,31.785,20.285,5.21,1.367,0.162,2.426,2.02,0.166,0.157,84.58,145.04,0.118,2.668,5.649,0.052062248,4.324333283,0.357922633
3979,12.14,33.207,21.205,4.12,1.094,0.169,2.427,2.06,0.166,0.173,84.57,144.61,0.121,2.674,5.85,0.05644963,5.128587385,0.47106377
3979.5,12.18,34.949,22.501,12.45,0.977,0.18,2.43,2.11,0.164,0.194,85.52,141.77,0.119,2.674,5.872,0.060837012,4.87297016,0.488778679
3980,12.18,35.05,23.246,15.29,0.781,0.187,2.424,2.1,0.167,0.205,85.78,148.36,0.117,2.67,5.769,0.065224395,4.972453687,0.392173445
3980.5,12.2,36.906,24.938,10.5,0.586,0.188,2.413,2.08,0.174,0.2,85.73,146.97,0.105,2.682,5.826,0.059606073,2.516150858,0.118316983
3981,12.18,40.211,28.309,6.16,0.469,0.186,2.409,2.06,0.176,0.196,85.24,146.95,0.099,2.698,6.026,0.053987751,1.430828223,0.032169649
3981.5,12.2,43.168,31.208,6.73,0.234,0.189,2.422,2.09,0.169,0.207,87.07,155.75,0.102,2.715,6.344,0.048369429,1.119130445,0.006492732
3982,12.3,46.157,34.547,7.94,0,0.194,2.457,2.15,0.148,0.231,90.89,165.2,0.115,2.731,7.017,0.042751107,1.290828057,0.003333115
3982.5,12.34,49.547,36.69,6.97,0,0.191,2.493,2.3,0.127,0.239,94.35,179.98,0.132,2.749,7.989,0.037132785,2.204593805,0.014558238
3983,12.36,50.936,37.309,5.05,0,0.199,2.535,2.5,0.102,0.262,94.72,196.7,0.149,2.761,9.026,0.037154396,4.480591587,0.434323577
3983.5,12.36,49.021,36.938,3.39,0,0.207,2.56,2.71,0.088,0.28,91.47,196.43,0.155,2.774,9.556,0.037176007,5.336002122,0.673657529
3984,12.38,44.948,33.931,3.01,0,0.228,2.569,2.84,0.083,0.311,91.74,200.27,0.156,2.774,9.461,0.037197618,5.095013761,0.569057237
3984.5,12.37,45.154,33.407,2.76,-0.391,0.233,2.554,2.92,0.091,0.317,95.34,212.8,0.154,2.771,8.645,0.037219229,3.900431425,0.279113689
3985,12.35,47.47,34.331,2.64,-0.625,0.247,2.538,2.97,0.101,0.334,99.91,211.62,0.144,2.761,7.873,0.03724084,2.289629776,0.034527675
3985.5,12.37,49.413,35.416,2.57,-0.781,0.24,2.535,2.97,0.102,0.324,101.64,221.13,0.141,2.758,7.373,0.035917864,2.345201234,0.006471612
3986,12.36,49.389,35.362,2.42,-1.445,0.242,2.546,2.92,0.096,0.329,100.16,210.32,0.14,2.755,7.364,0.034594887,2.274729587,0
3986.5,12.39,47.838,34.266,2.46,-1.914,0.23,2.559,2.85,0.088,0.313,98,207.1,0.134,2.753,7.57,0.033271911,1.813380853,0
3987,12.42,47.755,32.982,2.55,-2.383,0.222,2.559,2.81,0.088,0.301,95.47,211.1,0.126,2.743,7.831,0.031948934,1.401823427,0.004442633
3987.5,12.4,47.139,31.784,2.7,-2.93,0.208,2.551,2.82,0.093,0.279,95.34,206.52,0.128,2.734,7.831,0.030625958,1.543556954,0.025024346
3988,12.37,48.057,31.877,2.38,-3.167,0.201,2.533,2.85,0.104,0.264,99.99,209.71,0.128,2.733,7.884,0.032306857,1.527978539,0.024423601
3988.5,12.36,49.56,34.205,2.25,-3.594,0.207,2.525,2.88,0.108,0.272,99.99,208.63,0.125,2.74,7.954,0.033987757,1.236373731,0.01196752
3989,12.4,49.041,32.141,2.05,-3.984,0.211,2.521,2.91,0.11,0.277,100.67,213.86,0.125,2.741,8.085,0.035668656,1.194480791,0.00433265
3989.5,12.38,48.027,31.618,2.05,-4.258,0.217,2.53,2.9,0.105,0.289,99.95,218.95,0.132,2.736,8.1,0.037349555,1.486347746,0
3990,12.37,43.617,29.358,2.07,-3.906,0.225,2.537,2.87,0.101,0.302,99.34,218.75,0.142,2.733,8.107,0.039030454,2.101344891,0.006471612
3990.5,12.39,40.928,28.212,2.04,-3.75,0.231,2.541,2.86,0.099,0.311,99.72,219.1,0.142,2.737,8.182,0.042320555,2.153522464,0.006471612
3991,12.38,38.657,27.725,1.94,-2.891,0.235,2.539,2.88,0.1,0.317,99.92,217.6,0.149,2.742,8.171,0.045610656,3.20140623,0.062083105
3991.5,12.39,40.607,29.205,1.87,-1.68,0.234,2.53,2.93,0.105,0.313,100.26,219.22,0.159,2.742,8.04,0.048900757,4.710768047,0.175932955
3992,12.34,44.273,31.611,1.87,-0.664,0.236,2.525,2.95,0.108,0.315,100.48,223.56,0.164,2.741,7.875,0.052190858,5.519813308,0.233854684
3992.5,12.35,46.242,34.015,1.81,0.234,0.226,2.516,2.92,0.113,0.299,99.86,218.39,0.157,2.745,7.873,0.055480959,4.523536635,0.208344939
3993,12.38,46.883,34.142,2.06,1.25,0.219,2.515,2.85,0.114,0.288,99.12,218.41,0.157,2.75,8.064,0.048954807,4.371035727,0.046241676
3993.5,12.38,45.959,33.813,2,2.07,0.215,2.515,2.79,0.114,0.282,100.06,216.22,0.153,2.763,8.377,0.042428656,3.666879342,0.008184847
3994,12.28,46.838,33.357,2.19,2.734,0.209,2.518,2.79,0.112,0.273,101.02,218.84,0.147,2.766,8.929,0.035902504,2.920689556,0.007216348
3994.5,12.31,44.379,31.639,2.24,3.398,0.217,2.518,2.88,0.112,0.286,99.62,213.83,0.137,2.763,9.415,0.029376352,2.083681192,0.005781192
3995,12.35,43.055,30.171,2.16,3.945,0.209,2.524,3.09,0.109,0.274,96.19,208.34,0.122,2.743,9.526,0.022850201,1.239690508,0.004013883
3995.5,12.35,42.951,30.923,2.55,4.083,0.201,2.535,3.28,0.102,0.265,93.66,198.27,0.113,2.733,8.841,0.02701297,0.93554387,0.008946079
3996,12.35,43.122,31.344,3.2,4.375,0.19,2.542,3.27,0.098,0.251,94.52,187.74,0.121,2.723,8.225,0.031175739,1.244473162,0.003911298
3996.5,12.38,45.19,30.981,3.17,4.531,0.191,2.537,3.11,0.101,0.25,98.24,194.6,0.131,2.729,7.719,0.035338508,1.664200449,0
3997,12.38,42.93,29.456,2.53,4.727,0.205,2.528,2.92,0.106,0.27,99.64,200.7,0.137,2.739,7.514,0.039501277,1.914686559,0
3997.5,12.4,44.085,32.389,2.09,4.883,0.202,2.518,2.83,0.112,0.263,100.74,208.5,0.141,2.742,7.549,0.043664046,2.159353944,0
3998,12.32,42.497,31.159,1.86,5,0.209,2.517,2.82,0.113,0.272,101.38,216.39,0.143,2.738,7.771,0.040558775,2.476034166,0.053492782
3998.5,12.38,43.391,32.321,1.75,5,0.2,2.52,2.83,0.111,0.261,100.91,216.21,0.143,2.726,8.203,0.037453504,2.597873755,0.12682958
3999,12.4,44.307,33.019,1.73,5.117,0.207,2.526,2.86,0.108,0.273,102.46,221.69,0.136,2.723,8.314,0.034348233,2.062637684,0.085451006
3999.5,12.4,44.788,33.22,1.65,5.547,0.205,2.524,2.85,0.109,0.269,103.27,232.47,0.126,2.725,8.408,0.031242962,1.462740029,0.052126033
4000,12.43,45.456,33.798,1.62,5.43,0.209,2.521,2.82,0.111,0.275,103.01,230.44,0.125,2.731,8.428,0.028137691,1.344290486,0.035193893
4000.5,12.39,44.554,34.294,1.57,5.742,0.208,2.51,2.82,0.117,0.27,103.97,234.29,0.13,2.746,8.367,0.029735653,1.756567039,0.074337983
4001,12.43,44.288,32.939,1.49,5.742,0.215,2.507,2.84,0.119,0.279,104.44,234.65,0.135,2.758,8.219,0.031333615,2.085006415,0.083524917
4001.5,12.45,45.291,33.883,1.5,5.898,0.218,2.493,2.87,0.127,0.282,104.9,232.02,0.139,2.762,8.041,0.032931576,2.419620346,0.118810245
4002,12.47,45.778,34.516,1.49,5.82,0.214,2.487,2.87,0.13,0.273,104.51,232.89,0.142,2.762,7.876,0.034529538,2.53856989,0.124116612
4002.5,12.46,45.097,34.362,1.44,6.172,0.205,2.489,2.86,0.129,0.259,103.25,223.42,0.142,2.756,7.924,0.0361275,2.448788693,0.124116612
4003,12.49,44.169,31.431,1.47,6.016,0.209,2.498,2.84,0.124,0.268,102.13,222.61,0.141,2.746,8.205,0.037309595,2.237684248,0.070511954
4003.5,12.47,43.388,31.52,1.51,6.094,0.213,2.501,2.84,0.122,0.275,102.52,220.13,0.14,2.741,8.488,0.03849169,2.324160401,0.118810245
4004,12.49,44.109,32.596,1.42,6.25,0.215,2.485,2.88,0.131,0.275,104.36,224.66,0.139,2.742,8.543,0.039673785,2.3297505,0.143309547
4004.5,12.44,44.069,32.066,1.68,6.367,0.217,2.47,2.91,0.14,0.273,107.68,228.51,0.141,2.739,8.426,0.040855879,2.555391109,0.180354108
4005,12.43,44.991,32.636,1.47,6.719,0.228,2.454,2.93,0.15,0.285,110.62,240.18,0.155,2.735,8.299,0.042037974,4.331093344,0.337904868
4005.5,12.44,45.518,32.702,1.27,6.289,0.231,2.458,2.92,0.147,0.291,107.78,251.25,0.158,2.729,8.338,0.04353737,4.867604753,0.301867512
4006,12.38,43.944,31.014,1.52,6.68,0.219,2.479,2.93,0.135,0.279,104.77,246.07,0.158,2.73,8.326,0.045036765,4.869605442,0.255584605
4006.5,12.42,42.042,29.83,1.71,6.719,0.198,2.509,2.93,0.118,0.255,102.35,242.77,0.157,2.727,8.21,0.046536161,4.373028801,0.133253834
4007,12.44,39.535,28.331,1.75,6.914,0.207,2.529,2.95,0.106,0.273,98.06,229.57,0.156,2.721,7.92,0.048035556,3.701074955,0.045326341
4007.5,12.42,38.181,27.837,1.76,7.042,0.197,2.541,2.96,0.099,0.261,99.74,226.78,0.152,2.715,7.541,0.049534952,2.966205038,0
4008,12.4,37.738,27.451,2.28,7.148,0.194,2.549,2.94,0.094,0.258,100.14,225.32,0.146,2.715,7.251,0.047065111,2.536683149,0
4008.5,12.28,38.598,28.559,2.15,7.617,0.184,2.542,2.88,0.098,0.241,99.02,216.35,0.143,2.722,7.088,0.044595271,2.499287532,0.006616143
4009,12.48,38.79,27.729,1.74,7.891,0.186,2.534,2.81,0.103,0.242,98.12,219.25,0.14,2.73,7.105,0.042125431,2.230712987,0.006189049
4009.5,12.52,39.83,28.583,1.63,8.125,0.19,2.522,2.78,0.11,0.245,98.55,217.71,0.137,2.736,7.273,0.039655591,1.81730504,0
4010,12.57,40.346,29.063,1.6,8.164,0.192,2.523,2.79,0.109,0.249,105.09,220.29,0.137,2.745,7.502,0.03718575,1.774976703,0
4010.5,12.56,41.289,31.639,1.5,8.75,0.219,2.505,2.78,0.12,0.285,108.37,234.46,0.145,2.754,7.709,0.041907484,2.367234638,0
4011,12.65,43.103,34.191,1.34,8.828,0.238,2.485,2.79,0.132,0.31,110.12,236,0.143,2.765,8.005,0.046629218,2.270950951,0
4011.5,12.71,43.824,34.248,1.27,9.453,0.241,2.466,2.81,0.142,0.309,108.44,246.91,0.143,2.768,7.94,0.051350952,2.286964838,0
4012,12.7,43.677,34.35,1.28,10,0.228,2.48,2.87,0.134,0.293,106.66,255.94,0.148,2.763,7.803,0.056072686,2.69852974,0
4012.5,12.74,41.315,31.42,1.36,10.117,0.217,2.5,2.9,0.123,0.281,105.35,245.4,0.157,2.756,7.383,0.060794419,3.743897778,0
4013,12.77,41.102,30.978,1.46,10.625,0.213,2.512,2.9,0.116,0.278,104.5,239.93,0.153,2.742,7.467,0.056567962,3.736106481,0.008184847
4013.5,12.79,42.386,30.863,1.58,11.172,0.212,2.506,2.85,0.119,0.275,103.07,234.53,0.148,2.74,7.5,0.052341505,3.331225674,0.007372008
4014,12.75,43.373,31.032,1.7,11.25,0.213,2.502,2.79,0.122,0.275,103,228.55,0.143,2.738,7.78,0.048115047,2.860037091,0.018712103
4014.5,12.73,42.237,30.594,1.56,11.367,0.21,2.495,2.78,0.126,0.269,102.4,232.31,0.141,2.75,7.83,0.04388859,2.781152965,0.018304699
4015,12.75,41.996,31.117,1.41,11.406,0.211,2.488,2.82,0.13,0.269,101.74,226.09,0.145,2.75,7.922,0.039662132,3.084937866,0.01954542
4015.5,12.75,41.468,31.614,1.49,11.523,0.206,2.485,2.87,0.132,0.259,102,225.76,0.158,2.748,7.901,0.037977091,4.89765084,0.074454073
4016,12.73,42.073,31.672,1.59,11.758,0.215,2.487,2.87,0.13,0.274,102.93,225.76,0.16,2.741,7.895,0.03629205,4.841715481,0.049063366
4016.5,12.67,40.204,29.264,1.55,11.797,0.213,2.485,2.88,0.132,0.271,103.32,222.09,0.151,2.735,7.7,0.034607008,3.543571719,0.040934747
4017,12.69,39.88,28.961,1.42,11.875,0.223,2.486,2.88,0.131,0.287,101.24,220.68,0.137,2.727,7.622,0.032921967,2.190535119,0.016358251
4017.5,12.71,39.095,27.664,1.53,11.875,0.217,2.498,2.88,0.124,0.28,98.34,219.44,0.128,2.722,7.509,0.031236926,1.522921104,0.024423601
4018,12.67,40.151,28.982,1.63,11.992,0.213,2.5,2.87,0.123,0.275,98.2,214.62,0.138,2.719,7.584,0.032992467,2.255258551,0.068960944
4018.5,12.67,38.984,27.89,1.92,11.875,0.198,2.489,2.83,0.129,0.249,100.38,213.15,0.153,2.721,7.662,0.034748009,3.368393257,0.092900351
4019,12.66,40.222,29.578,1.7,11.875,0.19,2.481,2.79,0.134,0.234,103.82,217.46,0.153,2.723,7.844,0.036503551,3.109127549,0.042654734
4019.5,12.63,40.825,30.381,1.63,11.875,0.201,2.478,2.75,0.136,0.249,103.36,223.61,0.141,2.726,7.963,0.038259092,2.011642731,0
4020,12.61,41.903,29.728,1.64,11.836,0.222,2.481,2.76,0.134,0.284,103.51,232.83,0.139,2.731,7.883,0.040014634,1.970682813,0
4020.5,12.61,39.894,26.724,1.64,11.75,0.235,2.478,2.8,0.136,0.303,103.09,242.54,0.119,2.732,7.698,0.039265742,1.149459124,0.003711528
4021,12.58,37.083,24.714,1.51,11.289,0.22,2.499,2.79,0.124,0.285,96.45,225.81,0.11,2.722,7.6,0.038516851,1.178544481,0.08710084
4021.5,12.55,34.106,22.705,1.53,11.25,0.181,2.521,2.73,0.111,0.231,87.31,202.7,0.112,2.716,7.448,0.03776796,1.394648955,0.208886655
4022,12.44,33.438,23.065,1.89,10.664,0.151,2.529,2.65,0.106,0.185,88.97,177.58,0.122,2.721,7.402,0.037019069,1.985469342,0.332625565
4022.5,12.31,36.504,26.034,2.53,10.391,0.154,2.516,2.62,0.114,0.186,93.45,181.18,0.134,2.73,7.259,0.036270177,2.979153689,0.286000135
4023,12.41,38.123,28.132,2.12,9.961,0.189,2.495,2.65,0.126,0.235,98.95,199.12,0.155,2.727,7.289,0.048463708,7.31781933,0.755549836
4023.5,12.46,38.738,28.957,1.62,9.766,0.218,2.476,2.67,0.137,0.276,98.1,199.98,0.152,2.714,7.355,0.060657239,9.757275433,0.766566523
4024,12.58,36.091,27.16,2.02,9.375,0.212,2.464,2.68,0.144,0.263,91.51,193.7,0.142,2.705,7.329,0.07285077,10.44288157,0.685607678
4024.5,12.5,34.471,25.874,3.3,9.063,0.186,2.457,2.69,0.148,0.218,86.12,160.79,0.134,2.7,7.139,0.085044301,9.569637062,0.529886354
4025,12.44,32.145,24.237,5.41,8.516,0.17,2.461,2.7,0.145,0.191,84.13,152.54,0.129,2.706,6.787,0.097237832,6.262918712,0.137480082
4025.5,12.34,31.898,25.159,10.66,7.773,0.163,2.468,2.69,0.142,0.182,83.28,148.05,0.129,2.717,6.598,0.103672196,5.027012702,0.025024346
4026,12.38,32.235,25.402,6.15,7.383,0.158,2.477,2.67,0.137,0.177,84.06,150.55,0.123,2.722,6.578,0.110106561,3.429294878,0.004224542
4026.5,12.38,33.32,26.702,12.64,6.875,0.154,2.483,2.67,0.133,0.173,84.95,159.27,0.127,2.721,6.796,0.116540925,3.781275901,0.036974437
4027,12.32,34.026,27.285,8.17,6.094,0.157,2.484,2.69,0.132,0.177,86.42,163.87,0.143,2.714,7.091,0.122975289,7.891848727,0.298493021
4027.5,12.38,35.182,27.259,7.2,5.43,0.167,2.484,2.73,0.132,0.196,87.84,164.06,0.163,2.709,7.36,0.129409653,18.03067623,1.116201933
4028,12.42,35.283,26.528,4.63,4.805,0.179,2.473,2.78,0.138,0.213,88.17,161.67,0.183,2.705,7.539,0.155007819,31.92210703,1.570843065
