DEPT,CAL_N,SGR_N,CGR_N,RESDEEP_N,SP_N,POR_N,RHOB_N,PE_N,DPHI_N,NPHI_N,DTC_N,DTS_N,TCMR,RHOMAA_N,UMAA_N,K_GD_N,K_SDR_N,K_TIM_N,K_CORE_AIR,K_CORE_BRINE
4222.5,8.88,47.532,33.512,3.2213,17.461,0.235574014,2.358,2.34,0.206,0.254813379,97.81571208,196.3560749,0.179624762,2.744,9.094,3.948285979,5.762827584,1.236128751,,
4223,8.87,48.414,33.343,2.6297,17.305,0.272155239,2.335,2.33,0.21905,0.307897826,100.5109795,211.8682907,0.181066595,2.741,8.963,2.563750544,4.161536852,4.166365138,,
4223.5,8.9,50.175,34.893,2.7109,17.243,0.270500114,2.351,2.35,0.20999,0.315698024,98.90305433,205.2934503,0.176021445,2.74,8.784,2.730333755,4.117426077,3.087266197,,
4224,8.88,48.674,35.9,2.9608,16.914,0.239061286,2.404,2.43,0.17896,0.283933589,95.0048285,196.8188157,0.168334753,2.737,8.757,1.926774668,2.586446617,0.526999347,,
4224.5,8.89,46.065,34.017,3.2637,16.953,0.212727697,2.46,2.47,0.14585,0.262299235,90.61766805,187.974846,0.141278589,2.736,8.776,0.189667491,0.528898478,0.265537868,,
4225,8.89,41.739,30.113,3.1879,16.875,0.208356653,2.477,2.48,0.13617,0.260749323,91.29845512,193.2730246,0.14590635,2.74,8.8,0.203422408,0.5859666,0.246569812,13.966,81.7
4225.5,8.9,36.418,27.013,3.5419,17.188,0.198524275,2.456,2.44,0.14814,0.237337186,88.26581305,180.0333901,0.148049168,2.751,8.775,0.393638949,0.896242116,0.227814543,,
4226,8.9,35.067,27.028,5.2626,16.992,0.198343241,2.398,2.42,0.18218,0.213263779,88.03398905,167.9782059,0.166958901,2.763,8.683,2.106666749,3.37361659,0.125460343,,
4226.5,8.9,38.513,30.75,5.4588,16.992,0.21169018,2.341,2.39,0.21599,0.220067033,89.33053419,169.0763095,0.164231427,2.772,8.464,2.781158242,4.461825039,2.9105723,,
4227,8.88,45.218,36.695,3.4767,17.109,0.240832978,2.336,2.38,0.21905,0.255411538,97.22558656,187.0739577,0.182498111,2.775,8.213,4.253431988,5.999601375,3.235646031,,
4227.5,8.87,48.343,38.209,3.0778,17.344,0.239343362,2.383,2.39,0.191,0.273477278,98.92277158,189.883081,0.178501517,2.772,8.109,3.517730855,5.754119536,3.50569174,,
4228,8.89,49.323,38.367,2.4575,17.647,0.235454874,2.432,2.41,0.16269,0.289675039,97.89196105,201.070352,0.164072386,2.766,8.152,0.352066257,0.716136256,0.130010825,,
4228.5,8.87,48.767,37.791,2.5412,17.5,0.229456815,2.45,2.45,0.15196,0.285735478,96.92116558,200.758373,0.168800549,2.756,8.201,1.178813486,1.29966449,0.14454768,,
4229,8.86,52.703,40.128,2.7445,17.656,0.226034954,2.449,2.48,0.15291,0.279452661,96.59498058,198.3309696,0.162167108,2.746,8.198,0.482366397,0.841303675,0.398092914,,
4229.5,8.87,54.841,40.188,2.5691,17.978,0.223658054,2.458,2.53,0.14708,0.279165139,97.40685167,198.2795945,0.158024545,2.734,8.16,0.172468743,0.484242649,0.060070192,,
4230,8.85,53.02,38.425,2.2089,18.008,0.201284218,2.464025406,2.549691238,0.1442,0.244168613,97.7790688,199.4781076,0.156494522,2.727,8.001,0.175304245,0.445687083,0.060078292,,
4230.5,8.85,47.113,34.524,2.337,18.359,0.19931034,2.457035317,2.435923494,0.14802,0.239583523,95.3893747,197.6286791,0.149416376,2.726,7.89,0.172029768,0.493278077,0.052812338,,
4231,8.85,43.863,31.998,2.7563,18.398,0.192292549,2.449659477,2.398297789,0.15196,0.227204466,92.49254654,189.6370442,0.147761103,2.729,7.765,0.1750931,0.491949652,0.107625047,,
4231.5,8.86,45.698,33.127,3.3022,18.828,0.184800512,2.443789508,2.357722251,0.15585,0.210978992,90.27727278,182.0254607,0.143407362,2.731,7.689,0.24294295,0.63630968,1.160177212,,
4232,8.86,47.991,34.963,2.811,19.412,0.194032535,2.45443169,2.431339765,0.14968,0.230165999,92.82813712,186.9012027,0.143584749,2.726,7.554,0.183347762,0.497580576,0.120056294,,
4232.5,8.86,46.795,33.245,2.9265,20.117,0.188278706,2.460560897,2.471992843,0.14546,0.223240772,91.84100199,185.8274861,0.141652053,2.721,7.478,0.15989333,0.466056566,0.062237779,,
4233,8.86,45.97,33.391,2.9365,20.977,0.18874024,2.457019964,2.448875199,0.14802,0.221891546,90.84269808,183.8305328,0.136258073,2.725,7.414,0.183323629,0.421639753,0.308827112,,
4233.5,8.86,44.638,32.9,3.1321,21.523,0.190827395,2.445408248,2.494816671,0.15502,0.22033916,89.93370816,179.716046,0.14488733,2.724,7.529,0.199177946,0.561920681,0.273186061,,
4234,8.85,43.417,32.394,3.3207,22.39,0.186526331,2.447862627,2.49828169,0.15294,0.214402399,86.60847189,168.148252,0.14462822,2.719,7.713,0.238476906,0.75382053,0.358106573,,
4234.5,8.86,39.911,29.917,3.2957,23.438,0.190527931,2.43449388,2.469968123,0.16065,0.217068057,86.66591359,169.2802523,0.148208273,2.715,7.959,0.267945182,0.752363526,0.777939383,,
4235,8.87,37.611,28.093,3.4485,24.688,0.19414302,2.422331757,2.487927052,0.1689,0.217037598,86.4976819,169.2927673,0.152174414,2.718,8.063,0.405464714,1.051045915,0.754551112,0.807,8.92
4235.5,8.87,35.479,26.174,3.8797,25.859,0.208727394,2.421752711,2.668887092,0.16894,0.24348944,88.18803267,175.0592542,0.152524644,2.725,8.255,0.542025766,1.273711281,0.157529811,,
4236,8.87,35.28,26.511,3.8522,27.573,0.206696117,2.409541295,2.604590199,0.1754,0.231572928,87.13115069,170.6788732,0.163598479,2.731,8.338,2.571863161,3.319832591,0.223986836,,
4236.5,8.87,34.819,26.769,3.6427,29.219,0.206334393,2.403769015,2.621582186,0.17896,0.230716863,86.66763599,166.9052319,0.169754542,2.731,8.474,3.738555441,4.861834002,0.246711498,,
4237,8.86,34.66,26.789,3.6215,31.25,0.213075781,2.41879879,2.687697801,0.16985,0.247162753,88.06716319,174.4051728,0.162066828,2.728,8.615,1.694139273,2.364437077,0.300446871,,
4237.5,8.85,34.986,27.364,3.483,33.555,0.210208489,2.428585289,2.645099765,0.164,0.248330053,87.92437689,175.4542769,0.157921765,2.73,8.678,0.592280209,1.321133861,0.12403853,,
4238,8.86,34.837,25.932,3.3921,35.742,0.210118912,2.431954021,2.650120411,0.16269,0.246056918,88.33716168,177.015577,0.158159683,2.729,8.625,0.607691175,1.296837376,0.111680571,,
4238.5,8.85,37.471,28.249,3.4842,38.199,0.192232944,2.430119985,2.57153552,0.16393,0.2164492,86.82714822,165.9891262,0.157031558,2.727,8.467,0.645561496,1.370372774,0.106376039,,
4239,8.87,37.925,29.042,3.2876,40.625,0.180916111,2.434097841,2.575218897,0.16123,0.201435887,86.8503749,168.1565859,0.150829708,2.728,8.039,0.325085053,0.802178707,0.16688554,,
4239.5,8.86,38.973,30.252,3.428,43.125,0.182926427,2.430065865,2.549624633,0.16393,0.200871124,86.13790487,167.5694656,0.145164676,2.729,7.856,0.267864505,0.707264325,0.095014931,,
4240,8.85,39.201,29.918,3.7583,45.469,0.182919104,2.427209755,2.545714333,0.16592,0.198217517,85.42821961,165.2445281,0.146234857,2.726,7.762,0.279101643,0.694080644,0.103596524,,
4240.5,8.85,40.381,30.923,3.9595,47.656,0.192715439,2.404404885,2.501055041,0.17895,0.209387032,87.78444044,170.2257784,0.161208244,2.726,7.196,1.422494162,2.714432611,0.748702212,,
4241,8.85,38.74,30.895,4.0494,50.294,0.198293373,2.382702359,2.461777747,0.191,0.205592653,87.38922393,170.3701351,0.161896208,2.726,6.675,2.253347701,3.798533631,4.397731023,,
4241.5,8.85,34.724,25.117,4.108,53.086,0.194333022,2.397533408,2.52264078,0.18225,0.204918251,85.4508057,162.5246521,0.158269306,2.729,6.871,1.423423681,2.65329551,9.507967747,,
4242,8.85,31.349,21.546,4.0623,56.094,0.189109152,2.400453664,2.487033566,0.18111,0.193057038,84.49449484,159.3289441,0.152753697,2.716,6.968,1.048521882,2.297624782,1.084495329,,
4242.5,8.85,30.08,19.618,3.9503,59.063,0.188196593,2.382580393,2.346625548,0.191,0.182759545,85.46442952,159.4457161,0.154084868,2.702,6.667,1.480136068,2.301865766,2.061804586,,
4243,8.86,31.282,19.319,4.0061,62.463,0.180246357,2.38703707,2.156148937,0.18905,0.167236604,84.46187284,158.8116471,0.147883034,2.687,5.789,6.206606002,6.280809559,19.16985028,,
4243.5,8.86,33.682,21.79,4.0324,65.898,0.192541378,2.393415159,2.13030892,0.18502,0.195524501,86.48131767,162.1493314,0.155774328,2.686,5.584,12.54351508,12.81390952,73.47697964,,
4244,8.84,35.359,21.897,4.1556,69.258,0.194057566,2.374669637,2.141357867,0.19593,0.191267361,87.61588948,164.4801104,0.151779811,2.693,5.756,5.865193348,7.392061936,10.3323276,,
4244.5,8.84,34.581,20.799,4.3908,72.422,0.182253147,2.386375385,2.266002349,0.18966,0.177272846,85.84985112,157.610063,0.149682217,2.698,5.846,1.548699575,2.668413271,1.487616345,,
4245,8.81,34.375,19.857,4.674,74.779,0.116302014,2.505382328,3.331933177,0.12001,0.134663359,77.66718003,146.9708075,0.10150164,2.729,8.8,0.028126575,0.070469525,0.033582926,0,0.028
4245.5,8.79,39.617,23.695,4.4872,76.289,0.117368229,2.576631265,3.990711947,0.07804,0.155630821,75.60882775,148.1607385,0.094254282,2.774,10.479,0.007034464,0.019174929,0.010779858,,
4246,8.98,46.626,28.381,4.5491,77.305,0.114598132,2.586078927,3.891394349,0.07284,0.153327895,76.28347206,152.0407989,0.093206519,2.774,10.586,0.006221281,0.01702943,0.010382742,,
4246.5,10.08,52.502,32.25,4.6006,77.578,0.11522776,2.569648242,3.846210833,0.08191,0.144048613,75.62907756,152.1157085,0.096206802,2.767,10.736,0.007182155,0.019033815,0.101546373,,
4247,10.66,51.155,34.607,4.9716,78.125,0.145854393,2.468067989,2.95428662,0.14134,0.159056729,83.1129423,159.7839247,0.135203123,2.698,8.256,0.213771102,0.525294413,0.061572142,,
4247.5,10.84,49.403,33.856,4.4792,78.242,0.157056921,2.441835314,2.549495447,0.15695,0.157525149,82.71494265,160.787069,0.144669057,2.689,7.823,0.485575703,0.924653266,0.189424572,,
4248,11.54,45.454,32.674,4.7094,78.516,0.18693394,2.37951955,2.374730122,0.19309,0.18393714,85.41192299,161.148589,0.168201214,2.686,6.996,3.245177871,5.18457968,4.418884094,,
4248.5,11.94,43.508,32.757,4.8737,78.566,0.199525003,2.349712241,2.13867069,0.21091,0.186358856,85.56012089,158.8443505,0.165326091,2.677,6.251,10.26078785,12.46868552,14.73522227,,
4249,12.13,42.487,32.558,5.0404,78.828,0.230130422,2.271560552,2.0749868,0.2565,0.197469985,87.55594591,164.3466811,0.196303532,2.661,5.718,83.90433312,97.48527115,134.375817,,
4249.5,12.13,41.029,31.86,5.0606,79.336,0.231318141,2.279413479,2.068270901,0.25185,0.20483171,87.10364827,164.5319227,0.192866884,2.66,5.592,82.58644277,94.97572899,172.2112816,,
4250,12.11,41.408,32.735,5.0756,79.375,0.228513096,2.27674059,2.06794098,0.25367,0.199472936,87.11288501,164.7471567,0.199043097,2.659,5.492,85.06382812,99.42314979,191.2117666,296.1409507,875.9374
4250.5,11.87,38.352,30.657,4.9084,79.375,0.23205774,2.27030018,2.026064467,0.25708,0.197982077,85.80101041,159.054297,0.195638441,2.664,5.742,85.10457944,88.64634186,166.8599873,,
4251,11.94,39.562,32.498,4.8397,79.805,0.211502326,2.329339796,2.076392423,0.22301,0.187735163,84.51769687,153.0721494,0.155030324,2.669,6.064,3.693337213,5.735921075,84.21130908,,
4251.5,11.74,40.111,33.081,4.5851,79.883,0.18207153,2.382719104,2.329339054,0.19101,0.179103298,82.45752738,149.1275727,0.152734908,2.678,6.608,1.807364205,3.184956101,3.72125899,,
4252,11.76,44.673,37.049,4.692,80.156,0.179034801,2.385423164,2.392587611,0.18985,0.174445773,82.49961812,152.5407414,0.152177093,2.681,6.829,1.643980012,3.024649227,3.014194366,,
4252.5,11.85,53.4,43.587,2.752,80.273,0.201684831,2.388831506,2.34728866,0.18821,0.213008492,90.15031388,175.3794481,0.161616403,2.676,6.442,2.533333174,4.206770042,4.060634576,,
4253,12.23,66.487,54.382,2.679,80.859,0.224681199,2.350893957,2.258936557,0.20999,0.230824959,92.22071022,185.9771175,0.168867361,2.671,5.957,2.955879621,5.991874481,9.919202567,,
4253.5,15.08,79.823,65.292,2.577,81.367,0.251979552,2.313290162,2.243435104,0.23166,0.248295122,92.66560229,191.1921125,0.184921164,2.666,5.747,6.330021378,10.34206977,17.89876417,,
4254,15.49,77.987,63.723,2.57,82.305,0.242742161,2.301108393,2.206665778,0.23917,0.237006072,88.70130509,187.1363134,0.183490907,2.666,5.787,7.83355999,12.59549029,19.12527167,,
4254.5,13.4,65.198,52.94,2.584,82.813,0.250738601,2.276706194,2.135392299,0.25357,0.234216352,90.74791545,192.3073763,0.20592057,2.665,5.782,42.61267307,82.15372971,60.9411862,,
4255,12.65,49.803,42.091,2.687,83.603,0.265159148,2.213319126,2.023064141,0.28972,0.232112852,90.66084616,192.6399107,0.226295388,2.664,5.657,301.7833374,392.9831875,471.27485,,
4255.5,12.38,41.191,35.412,2.954,84.492,0.258233515,2.213597118,2.021037922,0.28975,0.222710302,88.9728594,184.0993442,0.230196443,2.662,5.543,371.9719909,445.9841806,625.0618855,,
4256,12.2,36.45,32.701,3.4,85,0.250254447,2.224201454,1.968430675,0.28705,0.209099465,86.85931044,174.4286327,0.220009411,2.661,5.498,272.529402,332.3143386,485.784278,,
4256.5,11.96,35.088,30.329,3.97,85.43,0.246975574,2.206615073,1.962886277,0.29541,0.205428954,86.13725758,168.8081029,0.217446888,2.661,5.621,256.8264044,312.4830134,427.3646665,,
4257,11.81,33.34,29.623,4.524,85.625,0.244708391,2.196967593,1.966818545,0.29921,0.201037937,86.23856499,164.7690947,0.210965064,2.663,5.762,161.1131643,252.4245316,253.5333162,,
4257.5,11.8,35.027,30.779,4.897,86.094,0.250498261,2.178413169,1.979981146,0.3105,0.202343001,86.38043112,163.7095949,0.212866745,2.662,5.775,159.8737672,238.1847119,222.1072699,,
4258,11.82,34.918,31.245,5.021,86.471,0.24502395,2.183812756,2.005396743,0.30841,0.199082177,86.47009185,164.4791224,0.214752524,2.661,5.781,126.9990577,202.2038885,174.7675746,,
4258.5,11.73,34.755,32.649,5.013,86.719,0.242426253,2.197006896,1.997340971,0.29934,0.196408612,86.17437789,163.5065534,0.217282059,2.659,5.608,160.2966682,231.6815747,261.4349493,,
4259,11.76,32.377,29.007,4.974,86.758,0.242635647,2.196805763,1.984691304,0.29935,0.193898402,86.30801982,164.490023,0.216265063,2.658,5.524,177.6845674,238.1702474,268.6969391,,
4259.5,11.58,28.97,26.255,4.918,86.875,0.23980065,2.196841289,1.964928462,0.29942,0.190407402,85.37901044,160.0980556,0.215845927,2.658,5.473,225.0646934,255.1967199,347.1041032,,
4260,11.67,28.789,25.783,4.913,86.618,0.240465309,2.196176291,1.967088383,0.29934,0.188876609,85.1994273,159.7911814,0.219092896,2.661,5.529,205.9083517,228.8828546,315.9654728,,
4260.5,11.81,29.527,25.264,5.089,86.133,0.238792922,2.208000532,1.983800118,0.29366,0.188556825,83.93937004,154.2347498,0.21051736,2.666,5.752,139.6804492,186.7493886,167.3140698,,
4261,11.76,31.966,26.651,5.274,85.547,0.242755198,2.216859866,1.999188471,0.2881,0.19483698,84.49894077,155.6050335,0.208404058,2.668,6.015,153.1913202,183.2828203,138.6824264,99.11210212,374.2538
4261.5,11.9,30.288,23.785,5.439,85.039,0.237636821,2.231696188,1.997731705,0.27842,0.191583133,83.40503794,149.7797292,0.208858045,2.669,6.226,136.3889893,172.4289496,135.3359185,,
4262,11.91,30.079,24.769,5.759,85.078,0.237271431,2.239689428,1.998479909,0.27553,0.191883898,83.57881463,148.2915752,0.208398036,2.669,6.325,135.4882504,166.0399153,128.2170708,,
4262.5,11.94,29.576,22.543,5.741,85,0.237647828,2.236667087,2.007949422,0.27605,0.190353862,83.70075263,148.0739129,0.200178505,2.671,6.36,122.2452193,152.6839169,107.7262199,,
4263,11.95,30.548,24.666,5.5,85,0.239488214,2.235706549,2.00096547,0.27593,0.193067942,83.4408591,149.4727203,0.206814619,2.67,6.295,132.8295512,164.753324,129.7188204,,
4263.5,11.98,31.146,24.883,5.266,85,0.240101096,2.229700314,1.992021124,0.27831,0.192560725,83.80897429,151.6869992,0.202870474,2.669,6.191,130.964033,169.2428848,131.0524887,,
4264,11.96,30.72,23.189,4.998,84.844,0.237891363,2.214340059,1.983087576,0.2893,0.189435303,83.81909059,150.9116356,0.202157368,2.668,6.192,136.7750476,186.0825081,148.205681,,
4264.5,11.88,32.085,26.405,4.78,84.961,0.230667207,2.275034425,2.001064102,0.25382,0.196774971,85.27512642,152.1136231,0.187438469,2.673,6.205,117.9390166,154.6138297,185.3328427,,
4265,11.71,33.611,27.288,4.684,84.669,0.244045113,2.23461126,2.000129641,0.27638,0.203401968,86.16248444,156.9246262,0.206667985,2.67,6.229,116.2012424,135.2314486,190.8488979,73.54496502,296.8267
4265.5,11.82,36.287,30.927,4.593,84.922,0.244105366,2.230608042,2.001710644,0.27845,0.204263273,85.98189734,158.3345206,0.208859013,2.667,6.11,126.9678195,140.8020516,205.6311489,,
4266,11.84,38.281,31.953,4.493,84.766,0.245413581,2.231294121,2.030326131,0.27834,0.206883248,86.40598723,162.5215295,0.209051291,2.666,6.005,103.1205599,123.555401,185.4118803,,
4266.5,12.04,37.542,31.632,4.319,84.727,0.247320186,2.209298823,2.033993254,0.29241,0.206593562,86.64571883,163.9896976,0.210487382,2.663,5.95,103.8918653,137.9207556,238.5790318,,
4267,12.05,35.948,30.798,4.173,84.492,0.247754989,2.206018536,1.980377858,0.29533,0.205751504,87.18302041,167.9449484,0.208772508,2.663,5.872,139.6589458,191.9578126,269.3316996,,
4267.5,11.94,33.278,27.933,3.994,84.522,0.243594286,2.220337155,1.958381978,0.28803,0.201489112,87.26648874,168.1296756,0.206617754,2.665,5.844,251.6931641,290.1285253,302.2954307,,
4268,12.03,32.101,27.631,3.838,84.414,0.247147692,2.221817178,1.947105216,0.28808,0.205740691,87.83029654,168.0054395,0.204329023,2.667,5.887,342.9591435,313.152691,295.8232367,,
4268.5,12.12,30.898,25.763,3.744,84.375,0.247292575,2.233783169,1.954346279,0.27722,0.204537458,88.15327333,168.3768266,0.204247596,2.669,5.959,332.521159,316.558597,351.0834929,,
4269,12.11,29.723,24.843,3.742,84.375,0.243876428,2.223340916,1.955082524,0.28724,0.198882147,87.09933666,167.4144294,0.209004051,2.668,5.955,261.2545552,318.5605075,383.3345363,,
4269.5,12.05,28.433,25.311,3.797,84.375,0.244472437,2.222851222,1.953282509,0.28794,0.20008171,86.56827732,165.0044906,0.208242272,2.668,5.924,404.2299606,408.2199446,374.915272,,
4270,11.98,28.119,24.038,3.831,84.18,0.244817061,2.241241032,1.922895826,0.27306,0.198962246,86.29509605,165.051487,0.19844111,2.67,5.805,544.400593,501.9482496,264.5391897,,
4270.5,11.26,27.458,22.819,3.812,83.971,0.246438812,2.231245664,1.912194726,0.27826,0.201786953,86.39797444,167.2178941,0.205142975,2.668,5.751,541.8306275,530.1056514,369.1209674,,
4271,9.69,27.415,22.161,3.875,83.711,0.242999541,2.237422729,1.875568328,0.27587,0.196216274,86.08314247,168.858985,0.20196227,2.665,5.574,770.0190724,819.6418406,339.7403266,,
4271.5,9.12,27.08,23.494,3.908,83.594,0.245726832,2.21871257,1.86200482,0.28794,0.198309762,86.08716218,170.4379834,0.203504007,2.659,5.538,788.2536702,838.2583579,528.5786898,,
4272,8.92,26.328,22.484,3.834,82.617,0.244463357,2.22168207,1.919441652,0.28796,0.195852755,84.88637435,169.6828739,0.208639471,2.658,5.466,599.133519,591.9804234,391.0696303,,
4272.5,8.87,26.01,21.36,3.64,81.836,0.239606839,2.230011159,1.877554704,0.27836,0.191945163,84.51939299,165.114153,0.203733949,2.658,5.471,765.9045602,823.8278113,409.4133113,,
4273,8.85,24.687,20.392,3.57,81.029,0.241596537,2.249059575,1.967531127,0.26971,0.188924631,83.71368878,162.9901869,0.209436036,2.657,5.451,245.0944866,305.4166934,453.1444132,,
4273.5,8.85,23.475,20.137,3.4,80.391,0.229714496,2.257655172,2.01791593,0.26775,0.180905601,83.41070275,162.2919715,0.211067877,2.658,5.533,202.0587519,238.5186695,403.5250554,,
4274,8.75,21.611,18.206,3.36,79.648,0.220111775,2.251758451,2.023730121,0.26941,0.166935704,84.22613334,162.8075051,0.206016109,2.66,5.677,181.4689151,221.9611394,375.2871263,,
4274.5,8.75,21.285,17.911,3.52,78.984,0.220520206,2.253406126,2.049989774,0.26928,0.164779165,84.47861052,162.3372729,0.199904153,2.662,5.871,176.1117029,195.9763742,249.0465443,,
4275,8.75,21.331,17.337,3.45,78.398,0.209649843,2.264164487,2.037881561,0.25826,0.163312544,84.19877961,158.9005188,0.202407979,2.667,6.106,167.0226518,199.0398252,249.8196271,,
4275.5,8.85,25.574,20.705,3.88,77.39,0.192278281,2.356414271,2.147368791,0.2067,0.167632217,84.58474661,158.966988,0.161130176,2.674,6.507,24.5302982,29.65445263,22.57823656,,
4276,8.84,34.186,27.695,4.15,76.914,0.188227837,2.374719418,2.315151645,0.19594,0.175535381,84.987633,159.7654709,0.166492074,2.685,7.038,3.425778164,5.180227944,3.500460351,,
4276.5,8.73,53.101,42.932,3.36,76.68,0.171947292,2.429166246,2.441266253,0.16399,0.179329955,85.57203118,166.1259904,0.156069862,2.692,7.405,0.799288941,1.462034818,0.407536591,,
4277,8.71,71.433,55.298,2.62,76.484,0.18284536,2.445974301,2.538333702,0.15426,0.209044406,91.47715231,180.284454,0.16149819,2.694,7.324,0.224325924,0.541011817,0.057181154,,
4277.5,8.75,80.338,63.657,2.34,76.836,0.207847635,2.419934354,2.433140016,0.16963,0.236149324,92.85718355,186.714131,0.149915434,2.688,6.903,0.179521069,0.637632433,0.556593902,,
4278,8.76,73.196,60.332,2.53,76.36,0.200372349,2.41915641,2.399396936,0.16985,0.225351848,94.11737889,188.6371979,0.151813387,2.685,6.645,0.317723837,0.629984938,0.487368244,,
4278.5,8.75,64.834,53.753,2.72,76.25,0.201436562,2.412777313,2.365596764,0.17407,0.225697003,92.52774502,186.5149279,0.157349993,2.693,6.626,0.144363548,0.601656202,0.013658581,,
4279,8.74,65.255,55.265,2.49,76.25,0.193048181,2.433432425,2.43947016,0.16158,0.220115205,94.00422057,187.5794269,0.156877067,2.707,6.852,0.119374829,0.239858884,0.02059891,,
4279.5,8.74,75.834,64.862,2.12,76.471,0.210369094,2.432071661,2.676847817,0.16287,0.248754514,99.15194017,201.1165581,0.161958961,2.716,7.174,0.081850842,0.20191302,0.030649702,,
4280,8.75,85.044,73.298,1.94,76.836,0.205655048,2.436708856,2.690524775,0.15584,0.251826038,96.81984724,199.2339968,0.159159084,2.72,7.416,0.039511185,0.038560519,0.009934744,,
4280.5,8.75,90.486,77.566,2.02,76.875,0.197,2.466,2.64,0.143,0.239,96.98,200.63,0.153449826,2.723,7.577,1.13E-09,1.23E-08,5.47E-05,,
4281,8.73,91.107,79.571,2.02,76.914,0.197,2.453,2.72,0.15,0.235,96.83,199.73,0.159118459,2.722,7.565,4.46E-10,5.28E-09,4.38E-05,,
4281.5,8.73,87.523,76.131,2.02,76.953,0.203,2.44,2.74,0.158,0.24,96.24,198.05,0.160431255,2.714,7.651,4.21E-09,4.07E-08,3.29E-05,,
4282,8.73,85.809,74.894,2.07,77.148,0.201,2.442,2.72,0.157,0.237,95.56,196.55,0.162626213,2.703,7.491,5.53E-11,7.64E-10,2.19E-05,,
4282.5,8.74,81.988,71.722,2.15,77.206,0.206,2.438,2.7,0.159,0.245,94.83,194.08,0.158747648,2.698,7.24,3.00E-09,3.01E-08,1.10E-05,,
4283,8.75,84.597,73.791,2.18,77.5,0.203,2.432,2.67,0.163,0.237,91.41,189.35,0.157976473,2.698,6.718,1.00E-06,6.20E-06,2.86E-05,,
4283.5,8.73,82.084,70.25,2.21,77.5,0.205,2.43,2.6,0.164,0.239,85.56,181.07,0.153606784,2.698,6.262,4.17E-07,2.79E-06,4.61E-05,,
4284,8.75,78.239,67.35,2.39,77.61,0.183,2.442,2.47,0.157,0.205,82.42,173.77,0.156328891,2.687,6.093,2.02E-07,1.43E-06,6.37E-05,,
4284.5,8.73,64.777,56.462,2.86,77.891,0.155,2.458,2.31,0.147,0.162,83.18,174.97,0.148037615,2.681,6.092,3.87E-07,2.59E-06,8.13E-05,,
4285,8.74,53.098,46.93,3.41,77.813,0.138,2.457,2.22,0.148,0.128,88.28,181.54,0.131982017,2.685,6.208,6.50E-07,4.18E-06,9.88E-05,,
4285.5,8.75,50.259,44.372,3.2,77.831,0.144,2.439,2.21,0.158,0.129,87.88,187.74,0.135787193,2.69,6.362,6.75E-07,4.32E-06,8.32E-05,,
4286,8.73,56.996,52.672,2.83,78.164,0.167,2.421,2.23,0.169,0.165,89.35,193.5,0.144132572,2.696,6.587,2.48E-07,1.72E-06,6.75E-05,,
4286.5,8.73,65.743,61.566,2.57,78.125,0.186,2.412,2.26,0.175,0.196,93.11,194.65,0.16033413,2.693,6.706,2.66E-08,2.23E-07,5.19E-05,,
4287,8.73,69.691,66.677,2.48,78.419,0.2,2.41,2.3,0.176,0.222,96.69,199.67,0.163253845,2.701,6.673,1.22E-09,1.32E-08,3.63E-05,,
4287.5,8.72,69.073,66.627,2.44,78.359,0.204,2.4,2.34,0.182,0.224,100.65,203.68,0.168271883,2.707,6.56,2.93E-09,2.96E-08,2.06E-05,,
4288,8.72,70.901,67.306,2.4,78.32,0.212,2.392,2.39,0.186,0.236,101.27,204.26,0.170137561,2.714,6.497,3.41E-08,2.81E-07,1.65E-05,,
4288.5,8.72,76.537,73.037,2.32,78.594,0.227,2.395,2.42,0.184,0.264,99.37,201.55,0.168287259,2.713,6.578,4.52E-08,3.64E-07,1.24E-05,,
4289,8.73,84.31,79.736,2.19,78.529,0.239,2.395,2.43,0.184,0.283,99.93,199.2,0.166366538,2.705,6.65,1.32E-08,1.18E-07,8.27E-06,,
4289.5,8.73,85.219,81.747,2.18,78.477,0.246,2.391,2.42,0.186,0.294,99.98,201.93,0.166625965,2.693,6.673,5.38E-10,6.25E-09,4.16E-06,,
4290,8.74,83.999,78.879,2.21,78.438,0.235,2.38,2.43,0.193,0.27,100.66,207.11,0.173116023,2.692,6.723,5.22E-14,1.31E-12,3.97E-08,,
4290.5,8.72,83.64,74.46,2.17,78.281,0.237,2.378,2.43,0.194,0.273,101.25,209.2,0.170809525,2.694,6.766,7.00E-11,9.66E-10,3.64E-08,,
4291,8.74,85.63,75.747,2.13,78.359,0.235,2.38,2.47,0.193,0.27,100.28,207.3,0.173130416,2.698,6.913,2.49E-10,3.07E-09,3.31E-08,,
4291.5,8.74,87.517,77.86,2.13,78.198,0.232,2.381,2.54,0.192,0.266,98.62,204.11,0.171490412,2.702,6.974,7.17E-11,9.80E-10,2.98E-08,,
4292,8.75,86.204,76.623,2.15,78.242,0.22,2.387,2.63,0.189,0.247,98.03,203.46,0.173185246,2.713,7.048,1.64E-11,2.52E-10,2.65E-08,,
4292.5,8.75,85.406,75.601,2.15,78.052,0.204,2.404,2.66,0.179,0.226,99.14,205.62,0.169482219,2.715,7.09,1.11E-11,1.76E-10,2.32E-08,,
4293,8.74,83.818,73.837,2.16,78.008,0.197,2.428,2.65,0.165,0.224,100.32,204.76,0.168040082,2.717,7.165,5.42E-11,7.55E-10,0.009983966,,
