DEPT,DPHI_D,DTC_D,GR_NORM,NPHI_D,PEF_D,POR_D,RESD_D,RHOB_D,LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD1],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD2],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD3],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD4],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD5],LOGK_SDR_PRE_BRINE[DENGEOMOD_K_SDR_PRE_BRINE_DVD6],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD1_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD2_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD3_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD4_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD5_2],LOGK_SDR_PRE_BRINE2[DENGEOMOD_K_SDR_PRE_BRINE_DVD6_2],K_SDR,K_SDR_0919,K_SDR_PRE
1435.0,0.363,-999.25,-999.25,0.442,2.93,0.0,2.05,2.089,-999.25,-999.25,-999.25,-999.25,-999.25,1949.2917,-999.25,-999.25,-999.25,-999.25,-999.25,0.4356,,,
1435.5,0.373,-999.25,-999.25,0.367,2.96,0.37,1.95,2.072,-999.25,-999.25,-999.25,-999.25,-999.25,603.7104,-999.25,-999.25,-999.25,-999.25,-999.25,0.2679,,,
1436.0,0.382,-999.25,-999.25,0.359,3.0,0.371,1.62,2.057,-999.25,-999.25,-999.25,-999.25,-999.25,443.2463,-999.25,-999.25,-999.25,-999.25,-999.25,0.3372,,,
1436.5,0.374,-999.25,-999.25,0.372,3.05,0.373,1.76,2.07,-999.25,-999.25,-999.25,-999.25,-999.25,584.2793,-999.25,-999.25,-999.25,-999.25,-999.25,0.2449,,,
1437.0,0.334,-999.25,-999.25,0.44,3.05,0.0,2.07,2.14,-999.25,-999.25,-999.25,-999.25,-999.25,1478.3786,-999.25,-999.25,-999.25,-999.25,-999.25,0.3439,,,
1437.5,0.306,-999.25,-999.25,0.474,3.02,0.0,1.93,2.187,-999.25,-999.25,-999.25,-999.25,-999.25,706.1595,-999.25,-999.25,-999.25,-999.25,-999.25,0.3869,,,
1438.0,0.297,-999.25,-999.25,0.54,3.05,0.0,1.96,2.201,-999.25,-999.25,-999.25,-999.25,-999.25,402.0874,-999.25,-999.25,-999.25,-999.25,-999.25,0.7485,,,
1438.5,0.325,-999.25,-999.25,0.501,3.07,0.0,1.75,2.154,-999.25,-999.25,-999.25,-999.25,-999.25,1115.3298,-999.25,-999.25,-999.25,-999.25,-999.25,0.4723,,,
1439.0,0.341,-999.25,-999.25,0.516,3.08,0.0,2.05,2.127,-999.25,-999.25,-999.25,-999.25,-999.25,1502.8468,-999.25,-999.25,-999.25,-999.25,-999.25,0.5023,,,
1439.5,0.343,-999.25,-999.25,0.47,3.06,0.0,2.26,2.123,-999.25,-999.25,-999.25,-999.25,-999.25,1667.2926,-999.25,-999.25,-999.25,-999.25,-999.25,0.4103,,,
1440.0,0.33,-999.25,-999.25,0.466,3.05,0.0,2.86,2.145,-999.25,-999.25,-999.25,-999.25,-999.25,1369.0633,-999.25,-999.25,-999.25,-999.25,-999.25,0.3976,,,
1440.5,0.343,-999.25,-999.25,0.421,3.03,0.0,2.46,2.123,-999.25,-999.25,-999.25,-999.25,-999.25,1783.8125,-999.25,-999.25,-999.25,-999.25,-999.25,0.3873,,,
1441.0,0.368,-999.25,-999.25,0.397,3.01,0.383,1.32,2.081,-999.25,-999.25,-999.25,-999.25,-999.25,665.7002,-999.25,-999.25,-999.25,-999.25,-999.25,0.2028,,,
1441.5,0.383,-999.25,-999.25,0.487,2.98,0.0,1.41,2.055,-999.25,-999.25,-999.25,-999.25,-999.25,1891.395,-999.25,-999.25,-999.25,-999.25,-999.25,0.4674,,,
1442.0,0.359,-999.25,-999.25,0.459,2.97,0.0,2.27,2.097,-999.25,-999.25,-999.25,-999.25,-999.25,1869.1167,-999.25,-999.25,-999.25,-999.25,-999.25,0.3996,,,
1442.5,0.33,-999.25,-999.25,0.383,2.95,0.357,2.2,2.146,-999.25,-999.25,-999.25,-999.25,-999.25,1169.9467,-999.25,-999.25,-999.25,-999.25,-999.25,0.2106,,,
1443.0,0.322,-999.25,-999.25,0.423,2.91,0.0,1.73,2.16,-999.25,-999.25,-999.25,-999.25,-999.25,1257.2932,-999.25,-999.25,-999.25,-999.25,-999.25,0.323,,,
1443.5,0.34,-999.25,-999.25,0.39,2.89,0.366,1.85,2.128,-999.25,-999.25,-999.25,-999.25,-999.25,1119.8815,-999.25,-999.25,-999.25,-999.25,-999.25,0.1852,,,
1444.0,0.36,-999.25,-999.25,0.406,2.86,0.384,1.47,2.095,-999.25,-999.25,-999.25,-999.25,-999.25,792.9501,-999.25,-999.25,-999.25,-999.25,-999.25,0.2063,,,
1444.5,0.372,-999.25,-999.25,0.446,2.84,0.0,1.32,2.074,-999.25,-999.25,-999.25,-999.25,-999.25,1915.7876,-999.25,-999.25,-999.25,-999.25,-999.25,0.4553,,,
1445.0,0.356,-999.25,-999.25,0.513,2.86,0.0,1.63,2.102,-999.25,-999.25,-999.25,-999.25,-999.25,1813.7233,-999.25,-999.25,-999.25,-999.25,-999.25,0.4669,,,
1445.5,0.344,-999.25,-999.25,0.463,2.91,0.0,2.09,2.122,-999.25,-999.25,-999.25,-999.25,-999.25,1673.7933,-999.25,-999.25,-999.25,-999.25,-999.25,0.3899,,,
1446.0,0.341,-999.25,-999.25,0.472,2.95,0.0,2.5,2.126,-999.25,-999.25,-999.25,-999.25,-999.25,1635.3776,-999.25,-999.25,-999.25,-999.25,-999.25,0.4197,,,
1446.5,0.347,-999.25,-999.25,0.46,2.98,0.0,1.82,2.117,-999.25,-999.25,-999.25,-999.25,-999.25,1731.9104,-999.25,-999.25,-999.25,-999.25,-999.25,0.389,,,
1447.0,0.349,-999.25,-999.25,0.373,3.0,0.361,1.93,2.114,-999.25,-999.25,-999.25,-999.25,-999.25,1016.168,-999.25,-999.25,-999.25,-999.25,-999.25,0.2269,,,
1447.5,0.356,-999.25,-999.25,0.416,3.06,0.0,2.22,2.1,-999.25,-999.25,-999.25,-999.25,-999.25,1984.6988,-999.25,-999.25,-999.25,-999.25,-999.25,0.4522,,,
1448.0,0.384,-999.25,-999.25,0.331,3.09,0.358,1.88,2.054,-999.25,-999.25,-999.25,-999.25,-999.25,414.7944,-999.25,-999.25,-999.25,-999.25,-999.25,0.9727,,,
1448.5,0.412,-999.25,-999.25,0.405,3.04,0.0,1.72,2.006,-999.25,-999.25,-999.25,-999.25,-999.25,1065.4908,-999.25,-999.25,-999.25,-999.25,-999.25,1.0838,,,
1449.0,0.409,-999.25,-999.25,0.508,2.94,0.0,1.7,2.01,-999.25,-999.25,-999.25,-999.25,-999.25,1466.8175,-999.25,-999.25,-999.25,-999.25,-999.25,0.5179,,,
1449.5,0.385,-999.25,-999.25,0.486,2.8,0.0,1.57,2.052,-999.25,-999.25,-999.25,-999.25,-999.25,1847.2809,-999.25,-999.25,-999.25,-999.25,-999.25,0.4615,,,
1450.0,0.339,-999.25,-999.25,0.42,2.76,0.0,1.71,2.13,-999.25,-999.25,-999.25,-999.25,-999.25,1704.0626,-999.25,-999.25,-999.25,-999.25,-999.25,0.3735,,,
1450.5,0.325,-999.25,-999.25,0.492,2.75,0.0,1.8,2.155,-999.25,-999.25,-999.25,-999.25,-999.25,1110.2866,-999.25,-999.25,-999.25,-999.25,-999.25,0.4223,,,
1451.0,0.339,-999.25,-999.25,0.5,2.79,0.0,1.71,2.13,-999.25,-999.25,-999.25,-999.25,-999.25,1498.7106,-999.25,-999.25,-999.25,-999.25,-999.25,0.4654,,,
1451.5,0.364,-999.25,-999.25,0.472,2.84,0.0,1.75,2.088,-999.25,-999.25,-999.25,-999.25,-999.25,1917.7138,-999.25,-999.25,-999.25,-999.25,-999.25,0.4209,,,
1452.0,0.386,-999.25,-999.25,0.45,2.84,0.0,1.75,2.049,-999.25,-999.25,-999.25,-999.25,-999.25,1795.772,-999.25,-999.25,-999.25,-999.25,-999.25,0.5306,,,
1452.5,0.406,-999.25,-999.25,0.522,2.85,0.0,1.81,2.016,-999.25,-999.25,-999.25,-999.25,-999.25,1586.0639,-999.25,-999.25,-999.25,-999.25,-999.25,0.4894,,,
1453.0,0.442,-999.25,-999.25,0.436,2.85,0.0,1.83,1.954,-999.25,-999.25,-999.25,-999.25,-999.25,502.2485,-999.25,-999.25,-999.25,-999.25,-999.25,1.3327,,,
1453.5,0.432,-999.25,-999.25,0.506,2.9,0.0,1.8,1.971,-999.25,-999.25,-999.25,-999.25,-999.25,860.0037,-999.25,-999.25,-999.25,-999.25,-999.25,0.5665,,,
1454.0,0.395,-999.25,-999.25,0.557,2.94,0.0,1.84,2.034,-999.25,-999.25,-999.25,-999.25,-999.25,2049.2253,-999.25,-999.25,-999.25,-999.25,-999.25,0.5714,,,
1454.5,0.342,-999.25,-999.25,0.53,2.97,0.0,2.15,2.125,-999.25,-999.25,-999.25,-999.25,-999.25,1517.4591,-999.25,-999.25,-999.25,-999.25,-999.25,0.5631,,,
1455.0,0.336,-999.25,-999.25,0.527,2.97,0.0,1.9,2.136,-999.25,-999.25,-999.25,-999.25,-999.25,1329.7288,-999.25,-999.25,-999.25,-999.25,-999.25,0.5365,,,
1455.5,0.335,-999.25,-999.25,0.598,2.96,0.0,1.76,2.138,-999.25,-999.25,-999.25,-999.25,-999.25,1174.56,-999.25,-999.25,-999.25,-999.25,-999.25,1.0477,,,
1456.0,0.353,-999.25,-999.25,0.566,2.96,0.0,1.29,2.107,-999.25,-999.25,-999.25,-999.25,-999.25,1755.7977,-999.25,-999.25,-999.25,-999.25,-999.25,0.6927,,,
1456.5,0.343,-999.25,-999.25,0.414,2.96,0.0,1.38,2.123,-999.25,-999.25,-999.25,-999.25,-999.25,1800.3148,-999.25,-999.25,-999.25,-999.25,-999.25,0.3907,,,
1457.0,0.344,-999.25,-999.25,0.456,2.95,0.0,1.79,2.122,-999.25,-999.25,-999.25,-999.25,-999.25,1689.1883,-999.25,-999.25,-999.25,-999.25,-999.25,0.384,,,
1457.5,0.338,-999.25,-999.25,0.321,2.93,0.33,1.96,2.132,-999.25,-999.25,-999.25,-999.25,-999.25,1322.9402,-999.25,-999.25,-999.25,-999.25,-999.25,3.3573,,,
1458.0,0.347,-999.25,-999.25,0.419,2.85,0.0,2.23,2.117,-999.25,-999.25,-999.25,-999.25,-999.25,1813.7049,-999.25,-999.25,-999.25,-999.25,-999.25,0.3877,,,
1458.5,0.357,-999.25,-999.25,0.527,2.75,0.0,1.75,2.099,-999.25,-999.25,-999.25,-999.25,-999.25,1888.0208,-999.25,-999.25,-999.25,-999.25,-999.25,0.5417,,,
1459.0,0.38,-999.25,-999.25,0.474,2.64,0.0,1.5,2.06,-999.25,-999.25,-999.25,-999.25,-999.25,1900.2044,-999.25,-999.25,-999.25,-999.25,-999.25,0.4659,,,
1459.5,0.429,-999.25,-999.25,0.42,2.57,0.0,1.75,1.977,-999.25,-999.25,-999.25,-999.25,-999.25,710.1015,-999.25,-999.25,-999.25,-999.25,-999.25,1.2572,,,
1460.0,0.439,-999.25,-999.25,0.476,2.54,0.0,1.69,1.959,-999.25,-999.25,-999.25,-999.25,-999.25,625.6922,-999.25,-999.25,-999.25,-999.25,-999.25,0.7593,,,
1460.5,0.451,-999.25,-999.25,0.418,2.55,0.0,1.58,1.938,-999.25,-999.25,-999.25,-999.25,-999.25,356.8517,-999.25,-999.25,-999.25,-999.25,-999.25,2.3316,,,
1461.0,0.5,-999.25,-999.25,0.444,2.58,0.0,1.65,1.855,-999.25,-999.25,-999.25,-999.25,-999.25,50.3258,-999.25,-999.25,-999.25,-999.25,-999.25,5.0526,,,
1461.5,0.55,-999.25,-999.25,0.643,2.52,0.0,2.0,1.686,-999.25,-999.25,-999.25,-999.25,-999.25,24.7574,-999.25,-999.25,-999.25,-999.25,-999.25,2.6291,,,
1462.0,0.55,-999.25,-999.25,0.648,2.46,0.0,1.91,1.627,-999.25,-999.25,-999.25,-999.25,-999.25,37.9919,-999.25,-999.25,-999.25,-999.25,-999.25,11.2632,,,
1462.5,0.55,-999.25,-999.25,0.757,2.45,0.0,1.7,1.701,-999.25,-999.25,-999.25,-999.25,-999.25,80.117,-999.25,-999.25,-999.25,-999.25,-999.25,0.798,,,
1463.0,0.499,-999.25,-999.25,0.509,2.63,0.0,1.6,1.857,-999.25,-999.25,-999.25,-999.25,-999.25,66.542,-999.25,-999.25,-999.25,-999.25,-999.25,1.0155,,,
1463.5,0.459,-999.25,-999.25,0.375,2.8,0.0,2.02,1.925,-999.25,-999.25,-999.25,-999.25,-999.25,242.2615,-999.25,-999.25,-999.25,-999.25,-999.25,8.2219,,,
1464.0,0.461,-999.25,-999.25,0.442,2.84,0.0,3.71,1.921,-999.25,-999.25,-999.25,-999.25,-999.25,262.3867,-999.25,-999.25,-999.25,-999.25,-999.25,1.8636,,,
1464.5,0.479,-999.25,-999.25,0.543,2.75,0.0,6.91,1.891,-999.25,-999.25,-999.25,-999.25,-999.25,198.3429,-999.25,-999.25,-999.25,-999.25,-999.25,0.5277,,,
1465.0,0.485,-999.25,-999.25,0.464,2.64,0.0,5.2,1.88,-999.25,-999.25,-999.25,-999.25,-999.25,105.0446,-999.25,-999.25,-999.25,-999.25,-999.25,2.0621,,,
1465.5,0.445,-999.25,-999.25,0.499,2.61,0.0,2.41,1.949,-999.25,-999.25,-999.25,-999.25,-999.25,563.2219,-999.25,-999.25,-999.25,-999.25,-999.25,0.6447,,,
1466.0,0.402,-999.25,-999.25,0.358,2.58,0.381,1.42,2.022,-999.25,-999.25,-999.25,-999.25,-999.25,184.1947,-999.25,-999.25,-999.25,-999.25,-999.25,0.4187,,,
1466.5,0.364,-999.25,-999.25,0.493,2.68,0.0,1.3,2.087,-999.25,-999.25,-999.25,-999.25,-999.25,1968.7161,-999.25,-999.25,-999.25,-999.25,-999.25,0.4611,,,
1467.0,0.393,-999.25,-999.25,0.543,2.77,0.0,2.25,2.038,-999.25,-999.25,-999.25,-999.25,-999.25,1975.1425,-999.25,-999.25,-999.25,-999.25,-999.25,0.5243,,,
1467.5,0.464,-999.25,-999.25,0.505,2.88,0.0,2.21,1.916,-999.25,-999.25,-999.25,-999.25,-999.25,296.4064,-999.25,-999.25,-999.25,-999.25,-999.25,0.7395,,,
1468.0,0.499,-999.25,-999.25,0.591,2.88,0.0,1.61,1.857,-999.25,-999.25,-999.25,-999.25,-999.25,116.0279,-999.25,-999.25,-999.25,-999.25,-999.25,0.3309,,,
1468.5,0.463,-999.25,-999.25,0.437,2.9,0.0,2.25,1.918,-999.25,-999.25,-999.25,-999.25,-999.25,238.2156,-999.25,-999.25,-999.25,-999.25,-999.25,2.1275,,,
1469.0,0.417,-999.25,-999.25,0.36,2.91,0.0,4.55,1.997,-999.25,-999.25,-999.25,-999.25,-999.25,876.476,-999.25,-999.25,-999.25,-999.25,-999.25,2.6194,,,
1469.5,0.408,-999.25,-999.25,0.425,2.84,0.0,2.02,2.012,-999.25,-999.25,-999.25,-999.25,-999.25,1221.7986,-999.25,-999.25,-999.25,-999.25,-999.25,0.8161,,,
1470.0,0.399,-999.25,-999.25,0.459,2.77,0.0,1.98,2.028,-999.25,-999.25,-999.25,-999.25,-999.25,1508.7696,-999.25,-999.25,-999.25,-999.25,-999.25,0.5451,,,
1470.5,0.383,-999.25,-999.25,0.371,2.7,0.377,1.91,2.054,-999.25,-999.25,-999.25,-999.25,-999.25,431.4907,-999.25,-999.25,-999.25,-999.25,-999.25,0.273,,,
1471.0,0.373,-999.25,-999.25,0.423,2.78,0.0,2.05,2.073,-999.25,-999.25,-999.25,-999.25,-999.25,1863.7473,-999.25,-999.25,-999.25,-999.25,-999.25,0.4859,,,
1471.5,0.396,-999.25,-999.25,0.495,2.85,0.0,2.25,2.034,-999.25,-999.25,-999.25,-999.25,-999.25,1662.26,-999.25,-999.25,-999.25,-999.25,-999.25,0.4606,,,
1472.0,0.415,-999.25,-999.25,0.455,2.89,0.0,1.88,2.001,-999.25,-999.25,-999.25,-999.25,-999.25,1099.3764,-999.25,-999.25,-999.25,-999.25,-999.25,0.6568,,,
1472.5,0.423,-999.25,-999.25,0.512,2.9,0.0,1.77,1.986,-999.25,-999.25,-999.25,-999.25,-999.25,1115.3565,-999.25,-999.25,-999.25,-999.25,-999.25,0.5398,,,
1473.0,0.432,-999.25,-999.25,0.526,2.91,0.0,2.6,1.971,-999.25,-999.25,-999.25,-999.25,-999.25,937.1845,-999.25,-999.25,-999.25,-999.25,-999.25,0.5212,,,
1473.5,0.446,-999.25,-999.25,0.427,2.96,0.0,4.64,1.948,-999.25,-999.25,-999.25,-999.25,-999.25,423.9884,-999.25,-999.25,-999.25,-999.25,-999.25,1.645,,,
1474.0,0.449,-999.25,-999.25,0.417,2.95,0.0,2.48,1.942,-999.25,-999.25,-999.25,-999.25,-999.25,378.4964,-999.25,-999.25,-999.25,-999.25,-999.25,2.2102,,,
1474.5,0.406,-999.25,-999.25,0.49,2.97,0.0,2.53,2.016,-999.25,-999.25,-999.25,-999.25,-999.25,1444.2518,-999.25,-999.25,-999.25,-999.25,-999.25,0.5088,,,
1475.0,0.354,-999.25,-999.25,0.366,3.03,0.36,3.27,2.104,-999.25,-999.25,-999.25,-999.25,-999.25,979.6741,-999.25,-999.25,-999.25,-999.25,-999.25,0.2854,,,
1475.5,0.307,-999.25,-999.25,0.394,3.12,0.353,1.8,2.184,-999.25,-999.25,-999.25,-999.25,-999.25,1030.4733,-999.25,-999.25,-999.25,-999.25,-999.25,0.2579,,,
1476.0,0.308,-999.25,-999.25,0.399,3.15,0.356,1.81,2.183,-999.25,-999.25,-999.25,-999.25,-999.25,1010.689,-999.25,-999.25,-999.25,-999.25,-999.25,0.239,,,
1476.5,0.292,-999.25,-999.25,0.349,3.13,0.322,3.3,2.21,-999.25,-999.25,-999.25,-999.25,-999.25,923.8124,-999.25,-999.25,-999.25,-999.25,-999.25,1.2012,,,
1477.0,0.292,-999.25,-999.25,0.364,3.08,0.33,2.72,2.21,-999.25,-999.25,-999.25,-999.25,-999.25,871.6026,-999.25,-999.25,-999.25,-999.25,-999.25,0.6426,,,
1477.5,0.267,-999.25,-999.25,0.397,3.09,0.338,1.64,2.253,-999.25,-999.25,-999.25,-999.25,-999.25,386.7589,-999.25,-999.25,-999.25,-999.25,-999.25,0.5094,,,
1478.0,0.258,-999.25,-999.25,0.339,3.12,0.301,1.58,2.269,-999.25,-999.25,-999.25,-999.25,-999.25,348.8516,-999.25,-999.25,-999.25,-999.25,-999.25,1.9115,,,
1478.5,0.296,-999.25,-999.25,0.309,3.16,0.303,1.45,2.204,-999.25,-999.25,-999.25,-999.25,-999.25,1130.5222,-999.25,-999.25,-999.25,-999.25,-999.25,10.3168,,,
1479.0,0.388,-999.25,-999.25,0.319,3.13,0.355,1.38,2.046,-999.25,-999.25,-999.25,-999.25,-999.25,357.8009,-999.25,-999.25,-999.25,-999.25,-999.25,1.695,,,
1479.5,0.485,-999.25,-999.25,0.444,2.96,0.0,1.39,1.881,-999.25,-999.25,-999.25,-999.25,-999.25,97.6078,-999.25,-999.25,-999.25,-999.25,-999.25,3.1882,,,
1480.0,0.526,-999.25,-999.25,0.54,2.79,0.0,1.53,1.81,-999.25,-999.25,-999.25,-999.25,-999.25,21.2033,-999.25,-999.25,-999.25,-999.25,-999.25,0.7696,,,
1480.5,0.518,-999.25,-999.25,0.464,2.65,0.0,1.78,1.824,-999.25,-999.25,-999.25,-999.25,-999.25,22.7612,-999.25,-999.25,-999.25,-999.25,-999.25,4.8449,,,
1481.0,0.542,-999.25,-999.25,0.441,2.69,0.0,1.96,1.784,-999.25,-999.25,-999.25,-999.25,-999.25,6.8307,-999.25,-999.25,-999.25,-999.25,-999.25,26.1724,,,
1481.5,0.55,-999.25,-999.25,0.414,2.72,0.0,1.88,1.732,-999.25,-999.25,-999.25,-999.25,-999.25,8.049,-999.25,-999.25,-999.25,-999.25,-999.25,269.5023,,,
1482.0,0.55,-999.25,-999.25,0.517,2.74,0.0,3.03,1.755,-999.25,-999.25,-999.25,-999.25,-999.25,6.2815,-999.25,-999.25,-999.25,-999.25,-999.25,3.2629,,,
1482.5,0.454,-999.25,-999.25,0.433,2.83,0.0,8.99,1.934,-999.25,-999.25,-999.25,-999.25,-999.25,326.9433,-999.25,-999.25,-999.25,-999.25,-999.25,1.8045,,,
1483.0,0.36,-999.25,-999.25,0.333,2.96,0.347,7.45,2.094,-999.25,-999.25,-999.25,-999.25,-999.25,910.8785,-999.25,-999.25,-999.25,-999.25,-999.25,1.1737,,,
1483.5,0.356,-999.25,-999.25,0.367,3.06,0.362,2.93,2.101,-999.25,-999.25,-999.25,-999.25,-999.25,932.8753,-999.25,-999.25,-999.25,-999.25,-999.25,0.2703,,,
1484.0,0.438,-999.25,-999.25,0.418,2.94,0.0,1.32,1.962,-999.25,-999.25,-999.25,-999.25,-999.25,536.1773,-999.25,-999.25,-999.25,-999.25,-999.25,1.5743,,,
1484.5,0.482,-999.25,-999.25,0.485,2.77,0.0,1.28,1.886,-999.25,-999.25,-999.25,-999.25,-999.25,128.0909,-999.25,-999.25,-999.25,-999.25,-999.25,1.2262,,,
1485.0,0.49,-999.25,-999.25,0.662,2.68,0.0,1.39,1.873,-999.25,-999.25,-999.25,-999.25,-999.25,335.1369,-999.25,-999.25,-999.25,-999.25,-999.25,0.2625,,,
1485.5,0.475,-999.25,-999.25,0.417,2.7,0.0,1.56,1.897,-999.25,-999.25,-999.25,-999.25,-999.25,141.7825,-999.25,-999.25,-999.25,-999.25,-999.25,4.8684,,,
1486.0,0.513,-999.25,-999.25,0.405,2.74,0.0,1.53,1.833,-999.25,-999.25,-999.25,-999.25,-999.25,26.349,-999.25,-999.25,-999.25,-999.25,-999.25,31.1196,,,
1486.5,0.51,-999.25,-999.25,0.542,2.73,0.0,1.35,1.838,-999.25,-999.25,-999.25,-999.25,-999.25,47.5885,-999.25,-999.25,-999.25,-999.25,-999.25,0.6303,,,
1487.0,0.499,-999.25,-999.25,0.357,2.74,0.0,2.21,1.856,-999.25,-999.25,-999.25,-999.25,-999.25,48.4618,-999.25,-999.25,-999.25,-999.25,-999.25,100.7578,,,
1487.5,0.517,-999.25,-999.25,0.371,2.75,0.0,2.35,1.826,-999.25,-999.25,-999.25,-999.25,-999.25,22.1921,-999.25,-999.25,-999.25,-999.25,-999.25,155.1869,,,
1488.0,0.546,-999.25,-999.25,0.557,2.69,0.0,1.31,1.776,-999.25,-999.25,-999.25,-999.25,-999.25,8.2565,-999.25,-999.25,-999.25,-999.25,-999.25,0.6098,,,
1488.5,0.515,-999.25,-999.25,0.666,2.71,0.0,1.56,1.83,-999.25,-999.25,-999.25,-999.25,-999.25,112.0713,-999.25,-999.25,-999.25,-999.25,-999.25,0.1633,,,
1489.0,0.429,-999.25,-999.25,0.428,2.86,0.0,5.48,1.976,-999.25,-999.25,-999.25,-999.25,-999.25,735.3764,-999.25,-999.25,-999.25,-999.25,-999.25,1.1605,,,
1489.5,0.411,-999.25,-999.25,0.383,3.0,0.0,4.75,2.007,-999.25,-999.25,-999.25,-999.25,-999.25,1062.5866,-999.25,-999.25,-999.25,-999.25,-999.25,1.4934,,,
1490.0,0.478,-999.25,-999.25,0.447,2.82,0.0,3.4,1.892,-999.25,-999.25,-999.25,-999.25,-999.25,134.43,-999.25,-999.25,-999.25,-999.25,-999.25,2.5428,,,
1490.5,0.55,-999.25,-999.25,0.509,2.54,0.0,1.36,1.77,-999.25,-999.25,-999.25,-999.25,-999.25,5.2091,-999.25,-999.25,-999.25,-999.25,-999.25,2.5499,,,
1491.0,0.55,-999.25,-999.25,0.582,2.33,0.0,0.97,1.709,-999.25,-999.25,-999.25,-999.25,-999.25,13.2619,-999.25,-999.25,-999.25,-999.25,-999.25,2.9459,,,
1491.5,0.55,-999.25,-999.25,0.55,2.31,0.0,1.19,1.685,-999.25,-999.25,-999.25,-999.25,-999.25,14.1106,-999.25,-999.25,-999.25,-999.25,-999.25,10.1995,,,
1492.0,0.55,-999.25,-999.25,0.565,2.31,0.0,1.37,1.714,-999.25,-999.25,-999.25,-999.25,-999.25,11.5403,-999.25,-999.25,-999.25,-999.25,-999.25,3.4955,,,
1492.5,0.533,-999.25,-999.25,0.682,2.44,0.0,1.48,1.799,-999.25,-999.25,-999.25,-999.25,-999.25,54.1271,-999.25,-999.25,-999.25,-999.25,-999.25,0.1014,,,
1493.0,0.476,-999.25,-999.25,0.424,2.64,0.0,1.57,1.897,-999.25,-999.25,-999.25,-999.25,-999.25,134.8061,-999.25,-999.25,-999.25,-999.25,-999.25,3.9677,,,
1493.5,0.461,-999.25,-999.25,0.46,2.76,0.0,1.79,1.922,-999.25,-999.25,-999.25,-999.25,-999.25,273.4616,-999.25,-999.25,-999.25,-999.25,-999.25,1.2944,,,
1494.0,0.486,-999.25,-999.25,0.459,2.75,0.0,1.92,1.878,-999.25,-999.25,-999.25,-999.25,-999.25,99.3066,-999.25,-999.25,-999.25,-999.25,-999.25,2.3893,,,
1494.5,0.482,-999.25,-999.25,0.685,2.67,0.0,1.62,1.886,-999.25,-999.25,-999.25,-999.25,-999.25,588.0321,-999.25,-999.25,-999.25,-999.25,-999.25,0.3259,,,
1495.0,0.449,-999.25,-999.25,0.664,2.62,0.0,1.91,1.942,-999.25,-999.25,-999.25,-999.25,-999.25,1436.6283,-999.25,-999.25,-999.25,-999.25,-999.25,0.5801,,,
1495.5,0.393,-999.25,-999.25,0.554,2.63,0.0,1.87,2.037,-999.25,-999.25,-999.25,-999.25,-999.25,2078.4844,-999.25,-999.25,-999.25,-999.25,-999.25,0.5812,,,
1496.0,0.386,-999.25,-999.25,0.408,2.69,0.397,1.7,2.05,-999.25,-999.25,-999.25,-999.25,-999.25,366.8395,-999.25,-999.25,-999.25,-999.25,-999.25,0.4006,,,
1496.5,0.418,-999.25,-999.25,0.498,2.84,0.0,1.56,1.994,-999.25,-999.25,-999.25,-999.25,-999.25,1200.3745,-999.25,-999.25,-999.25,-999.25,-999.25,0.5681,,,
1497.0,0.469,-999.25,-999.25,0.467,2.91,0.0,1.89,1.909,-999.25,-999.25,-999.25,-999.25,-999.25,203.0898,-999.25,-999.25,-999.25,-999.25,-999.25,1.3009,,,
1497.5,0.505,-999.25,-999.25,0.435,2.97,0.0,1.88,1.846,-999.25,-999.25,-999.25,-999.25,-999.25,39.551,-999.25,-999.25,-999.25,-999.25,-999.25,7.9733,,,
1498.0,0.507,-999.25,-999.25,0.462,2.9,0.0,2.26,1.843,-999.25,-999.25,-999.25,-999.25,-999.25,38.1203,-999.25,-999.25,-999.25,-999.25,-999.25,3.7133,,,
1498.5,0.477,-999.25,-999.25,0.467,2.86,0.0,1.88,1.894,-999.25,-999.25,-999.25,-999.25,-999.25,148.8914,-999.25,-999.25,-999.25,-999.25,-999.25,1.6075,,,
1499.0,0.451,-999.25,-999.25,0.561,2.8,0.0,1.71,1.939,-999.25,-999.25,-999.25,-999.25,-999.25,637.9985,-999.25,-999.25,-999.25,-999.25,-999.25,0.4615,,,
1499.5,0.456,-999.25,-999.25,0.517,2.72,0.0,1.6,1.93,-999.25,-999.25,-999.25,-999.25,-999.25,421.7442,-999.25,-999.25,-999.25,-999.25,-999.25,0.6063,,,
